,att_id,att_name,att_cat,att_price,score
82,145,lady_muskoka_boat_cruise,"cruises,_sailing_&_water_tours",42.94,1.0626827841541293
1317,3315,niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch,recommended_experiences,149.0,1.0208801589668839
1402,3406,wild_current_canoe_adventure_at_pyramid_lake,recommended_experiences,120.0,1.0026915298510815
1063,2266,ultimate_day_tour_to_victoria,family_friendly,363.56,0.9767046785680398
870,1942,vancouver_biking_and_hiking_tour_including_lunch,walking_&_biking_tours,135.5,0.9615500932625217
145,301,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,cultural_&_theme_tours,149.89,0.9551633880719284
539,1202,call_of_the_wild_atv_tour,outdoor_activities,156.45,0.8903093073895275
605,1343,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,tours_&_sightseeing,144.59,0.8851411201252726
443,986,jasper_to_banff_one-way_tour,outdoor_activities,257.25,0.8776626126330335
1047,2248,niagara_on_the_lake_wine_tour_with_cheese_pairing,family_friendly,83.62,0.8662534522891233
598,1335,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",tours_&_sightseeing,72.45,0.8497913007034062
54,82,ultimate_day_tour_to_victoria,"cruises,_sailing_&_water_tours",363.56,0.8475826455365031
426,966,niagara_falls_helicopter_tour,outdoor_activities,145.0,0.8394345383074315
87,150,victoria_whale_watching_tour_on_a_covered_vessel,"cruises,_sailing_&_water_tours",122.0,0.8342311522585397
609,1348,toronto's_original_brunch_food_tour,tours_&_sightseeing,99.0,0.8066443562192761
1048,2249,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,family_friendly,136.25,0.7392911161149495
1314,3312,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,recommended_experiences,169.0,0.7189783546280798
45,72,half-day_whale_watching_adventure_from_vancouver,"cruises,_sailing_&_water_tours",181.13,0.7186708452459339
1009,2188,english_bay_jet_ski_tour_from_vancouver,water_sports,155.68,0.717662971474929
588,1324,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,tours_&_sightseeing,136.26,0.7122471584751182
1130,2462,skagway_shore_excursion:_full-day_tour_of_the_yukon,shore_excursions,157.45,0.6614081824428543
438,980,ultimate_day_tour_to_victoria,outdoor_activities,363.56,0.65143101836847
263,567,small-group_quebec_city_food_tour,"food,_wine_&_nightlife",53.0,0.6341553177305678
844,1912,victoria_guided_food_and_history_tour,walking_&_biking_tours,63.0,0.6312955764732969
1302,3298,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,recommended_experiences,57.5,0.6240384556226115
953,2086,whale-watching_tour_from_vancouver,water_sports,138.5,0.6066718324098487
59,88,quebec_city_historic_discoverers_cruise,"cruises,_sailing_&_water_tours",44.83,0.6052087972120521
1329,3327,whale-watching_cruise_with_expert_naturalists,recommended_experiences,94.5,0.6016708622289726
843,1911,small-group_quebec_city_food_tour,walking_&_biking_tours,53.0,0.6000097081576485
966,2124,three_sisters_sea_kayaking_day_tour,water_sports,136.85,0.5873755386829603
195,406,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,day_trips_&_excursions,210.0,0.5734722016022225
1318,3316,niagara-on-the-lake_wine_tour_and_tastings_with_transport,recommended_experiences,40.0,0.5611844887363172
1399,3403,whistler_wilderness_snowmobile_run,recommended_experiences,208.96,0.5560997728756298
1103,2421,interactive_pirate_cruise_from_granville_island,family_friendly,34.5,0.5384000411646215
1319,3317,niagara_on_the_lake_wine_tour_with_cheese_pairing,recommended_experiences,83.62,0.5264701216589148
596,1333,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,tours_&_sightseeing,157.07,0.5195767368203796
1517,3540,little_italy_walking_food_tour_in_vancouver,recommended_experiences,73.0,0.5041921251716243
1114,2440,kingston_discovery_sightseeing_cruise,family_friendly,39.55,0.49113008475641506
1297,3293,small-group_quebec_city_food_tour,recommended_experiences,53.0,0.46765075832073855
902,2016,downtown_toronto_bike_tour,walking_&_biking_tours,84.75,0.4632040547161251
12,14,niagara_falls_helicopter_tour,"air,_helicopter_&_balloon_tours",145.0,0.4434152979932717
444,988,3_hour_banff_horseback_riding_adventures,outdoor_activities,170.1,0.4403971164924276
600,1338,niagara_falls_one_day_sightseeing_tour_from_toronto,tours_&_sightseeing,99.0,0.4401145205357715
160,325,niagara_falls_canada_tour_from_niagara_usa,cultural_&_theme_tours,156.71,0.4296951774434748
201,413,niagara_on_the_lake_wine_tour_with_cheese_pairing,day_trips_&_excursions,83.62,0.4244820545879237
396,861,butchart_gardens_tour_from_victoria,sightseeing_tickets_&_passes,73.5,0.4226155133226081
1174,2602,niagara_on_the_lake_wine_tour_with_cheese_pairing,luxury_&_special_occasions,83.62,0.4032268342142248
462,1014,talking_trees_-_indigenous_walking_tour,outdoor_activities,40.0,0.4004674780622301
759,1679,call_of_the_wild_atv_tour,tours_&_sightseeing,156.45,0.39936534468872986
1499,3517,maligne_lake_cruise,recommended_experiences,82.95,0.3977416750374087
203,415,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,day_trips_&_excursions,157.07,0.39728317658298284
1537,3570,squamish_cheakamus_white-water_rafting_from_whistler,recommended_experiences,120.74,0.39709602875921224
294,606,3-hour_old_chinatown_food_tour_in_toronto,"food,_wine_&_nightlife",100.0,0.3883171775945307
1304,3300,butchart_gardens_tour_from_victoria,recommended_experiences,73.5,0.3872234096464702
46,74,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,"cruises,_sailing_&_water_tours",136.26,0.38562707619412673
194,405,luxury_niagara_falls_day_trip_from_toronto_with_cruise_and_lunch,day_trips_&_excursions,169.0,0.38334354361263234
1308,3305,whistler_small-group_day_trip_from_vancouver,recommended_experiences,145.0,0.383239410065356
583,1315,toronto_city_hop-on_hop-off_tour,tours_&_sightseeing,43.0,0.3828308756000316
1373,3374,niagara_falls_open-top_jet-boat_ride,recommended_experiences,79.04,0.37328203959324147
282,591,small-group_gourmet_food_tour_in_vancouver,"food,_wine_&_nightlife",131.87,0.37312581641597325
1207,2702,lift_your_spirits!_distillery_and_cocktail_experience,luxury_&_special_occasions,105.0,0.37240133857400237
795,1739,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,tours_&_sightseeing,395.0,0.3707240479169941
206,419,luxury_niagara_falls_day_trip_from_toronto_with_cruise_and_lunch,day_trips_&_excursions,169.0,0.36799241652198933
421,960,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",outdoor_activities,72.45,0.3639733095816529
958,2091,wild_current_canoe_adventure_at_pyramid_lake,water_sports,120.0,0.3573530581693585
1053,2255,medieval_times_dinner_and_tournament_toronto,family_friendly,68.99,0.3572291767325196
1294,3288,vancouver_city_sightseeing_tour,recommended_experiences,80.0,0.35297766638816513
1307,3303,victoria_guided_food_and_history_tour,recommended_experiences,63.0,0.3527164411221814
47,75,whale-watching_cruise_with_expert_naturalists,"cruises,_sailing_&_water_tours",94.5,0.35236646463493476
418,957,callaghan_valley_winter_snowmobile_tour,outdoor_activities,208.95,0.34859804618154466
874,1947,talking_trees_-_indigenous_walking_tour,walking_&_biking_tours,40.0,0.34716161577940874
849,1917,gastronomic_gastown_walking_tour,walking_&_biking_tours,146.35,0.34597642241670695
602,1340,niagara_falls_helicopter_tour,tours_&_sightseeing,145.0,0.34503618059618274
130,222,niagara_on_the_lake_wine_tour_with_cheese_pairing,cultural_&_theme_tours,83.62,0.3413354398059808
1490,3507,niagara_falls_canada_tour_from_niagara_usa,recommended_experiences,156.7,0.33981409804999685
1305,3301,quebec_city_sightseeing_tour,recommended_experiences,42.0,0.33437522298934286
954,2087,niagara_falls_open-top_jet-boat_ride,water_sports,79.04,0.3325869190226065
50,78,victoria_whale_and_wildlife_cruise,"cruises,_sailing_&_water_tours",151.2,0.32933992256526906
1173,2601,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,luxury_&_special_occasions,169.0,0.32749966610666276
1506,3527,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,recommended_experiences,157.49,0.32268559232966704
1433,3440,top_of_gowlland_tod_hike_in_victoria,recommended_experiences,86.0,0.3211717474576837
464,1042,3_hour_whale_watching_tour,outdoor_activities,129.0,0.31739187797110974
1330,3328,northern_lights_tour_from_yellowknife,recommended_experiences,100.0,0.316416345940534
94,162,ottawa_river_historic_sightseeing_cruise,"cruises,_sailing_&_water_tours",28.0,0.3144882753711648
999,2176,squamish_elaho_white-water_rafting_from_vancouver,water_sports,215.24,0.31098910476389313
30,41,vancouver_to_victoria_seaplane_flight,"air,_helicopter_&_balloon_tours",218.0,0.3098362531416207
952,2085,victoria_whale_and_wildlife_cruise,water_sports,151.2,0.30756734862646895
1,1,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,featured_tours_and_tickets,210.0,0.30752947564845384
460,1012,summer_tour:_banff_and_its_wildlife,outdoor_activities,74.55,0.30312722765170963
581,1312,butchart_gardens_tour_from_victoria,tours_&_sightseeing,73.5,0.29839472820092755
450,998,whistler_wilderness_snowmobile_run,outdoor_activities,208.96,0.2944823147194775
1298,3294,vancouver_city_hop-on_hop-off_tour,recommended_experiences,31.2,0.29129303055513234
136,233,quebec_city_historic_discoverers_cruise,cultural_&_theme_tours,44.83,0.2893947875272898
125,216,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,cultural_&_theme_tours,57.5,0.28701555539301976
1187,2646,3_hour_whale_watching_tour,luxury_&_special_occasions,129.0,0.28698179655866346
623,1367,stanley_park_horse-drawn_tours,tours_&_sightseeing,42.0,0.28659227857958447
580,1311,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,tours_&_sightseeing,57.5,0.28571411461560164
264,568,victoria_guided_food_and_history_tour,"food,_wine_&_nightlife",63.0,0.2816472836088225
480,1097,whistler_sasquatch_zipline,outdoor_activities,135.45,0.2797100704979892
267,574,gastronomic_gastown_walking_tour,"food,_wine_&_nightlife",146.35,0.27480329135054726
1519,3542,interactive_pirate_cruise_from_granville_island,recommended_experiences,34.5,0.2746864039579284
1177,2605,niagara_falls_one_day_sightseeing_tour_from_toronto,luxury_&_special_occasions,99.0,0.2691492465765351
1062,2265,whale-watching_tour_from_vancouver,family_friendly,138.5,0.268702610569659
89,153,maligne_lake_cruise,"cruises,_sailing_&_water_tours",82.95,0.26474071308253433
631,1390,vancouver_biking_and_hiking_tour_including_lunch,tours_&_sightseeing,135.5,0.2579561016310686
416,955,northern_lights_tour_from_yellowknife,outdoor_activities,100.0,0.2564348741568529
591,1327,guided_tour_of_the_fairmont_le_château_frontenac_in_quebec_city,tours_&_sightseeing,26.25,0.25618372854283344
128,220,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,cultural_&_theme_tours,169.0,0.2534741992418182
164,335,ottawa_river_historic_sightseeing_cruise,cultural_&_theme_tours,28.0,0.2528891680135289
284,594,fine_dining_dinner_tour_in_whistler,"food,_wine_&_nightlife",131.24,0.24663475539792137
1335,3333,evening_wildlife_safari,recommended_experiences,58.8,0.24581098955565012
132,224,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,cultural_&_theme_tours,157.07,0.2380696339963174
1291,3284,walking_tour_of_old_montreal,recommended_experiences,29.5,0.2358551276028772
49,77,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island","cruises,_sailing_&_water_tours",72.45,0.23346266163983778
1368,3369,fine_dining_dinner_tour_in_whistler,recommended_experiences,131.24,0.230327112762948
1334,3332,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,recommended_experiences,157.07,0.22579936052825503
1311,3308,half-day_whale_watching_adventure_from_vancouver,recommended_experiences,181.13,0.2242054955621069
1320,3318,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,recommended_experiences,136.25,0.22334936512305265
266,573,niagara-on-the-lake_wine_tour_and_tastings_with_transport,"food,_wine_&_nightlife",40.0,0.22027724262757023
578,1309,vancouver_city_hop-on_hop-off_tour,tours_&_sightseeing,31.2,0.21423121138828377
488,1108,whistler_wilderness_adventure_snowmobile_tour,outdoor_activities,159.0,0.2114238111808951
1552,3592,call_of_the_wild_atv_tour,recommended_experiences,156.45,0.20856507560318535
344,716,pub_crawl_montreal,"food,_wine_&_nightlife",29.0,0.20737121968244632
975,2134,squamish_elaho_white-water_rafting,water_sports,173.24,0.20454487155787324
1303,3299,johnston_canyon_icewalk,recommended_experiences,79.8,0.20239817996574316
831,1832,private_arrival_transfer:_calgary_international_airport_to_banff,transfers_&_ground_transport,528.26,0.19888371845787275
675,1542,pedicab_tour_from_victoria_cruise_ship_terminal,tours_&_sightseeing,90.0,0.19874459183314244
320,678,victoria_craft_brewery_tour_and_tastings,"food,_wine_&_nightlife",79.0,0.1969438768663685
1175,2603,northern_lights_tour_from_yellowknife,luxury_&_special_occasions,100.0,0.19425276978640346
850,1918,private_tour:_quebec_city_walking_tour,walking_&_biking_tours,25.72,0.1854801584062712
280,587,small-group_granville_island_market_tour,"food,_wine_&_nightlife",79.9,0.18324601840503676
273,580,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,"food,_wine_&_nightlife",157.07,0.1827580009698586
597,1334,evening_wildlife_safari,tours_&_sightseeing,58.8,0.18016219345648027
515,1147,nordic_backcountry_skiing_tour_in_jacques-cartier_national_park,outdoor_activities,89.9,0.17781830867314585
275,582,vancouver_brewery_tour,"food,_wine_&_nightlife",83.99,0.17698633739991054
1325,3323,gastronomic_gastown_walking_tour,recommended_experiences,146.35,0.1763657074007953
867,1936,montmorency_falls_bike_tour_in_quebec,walking_&_biking_tours,77.0,0.17624370018495655
198,409,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,day_trips_&_excursions,57.5,0.17557944883488058
617,1357,full-day_niagara_falls_tour_from_toronto,tours_&_sightseeing,113.0,0.17547376105555532
960,2093,victoria_whale_watch_tour,water_sports,114.45,0.17465264655030863
442,985,crystal_hut_fondue_by_snowmobile,outdoor_activities,282.45,0.1734516251626971
244,510,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,day_trips_&_excursions,86.23,0.17245250537514392
1477,3494,beyond_the_bagel:_montreal_jewish_food_walking_tour,recommended_experiences,85.0,0.16735990407244367
65,111,3_hour_whale_watching_tour,"cruises,_sailing_&_water_tours",129.0,0.1670144417150449
865,1934,2-hour_ottawa_express_city_bike_tour,walking_&_biking_tours,63.0,0.16662123243484975
1360,3361,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,recommended_experiences,144.59,0.1644052746629521
621,1364,2-hour_ottawa_express_city_bike_tour,tours_&_sightseeing,63.0,0.15944072608163373
1327,3325,guided_tour_of_the_fairmont_le_château_frontenac_in_quebec_city,recommended_experiences,26.25,0.1592158309897931
458,1010,vancouver_biking_and_hiking_tour_including_lunch,outdoor_activities,135.5,0.15621921445862755
540,1203,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,outdoor_activities,183.75,0.1529209397718532
630,1389,victoria_city_sightseeing_tour_with_craigdarroch_castle,tours_&_sightseeing,47.25,0.146133128430875
1459,3474,60-minute_deluxe_horse-drawn_carriage_tour,recommended_experiences,215.0,0.1458242705238632
1082,2390,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,family_friendly,149.89,0.14546133448409113
594,1330,northern_lights_tour_from_yellowknife,tours_&_sightseeing,100.0,0.14453793779621457
842,1909,walking_tour_of_old_montreal,walking_&_biking_tours,29.5,0.14233018545528098
548,1220,whistler_sky_walk,outdoor_activities,124.95,0.14048982614308322
910,2027,electric_bike_tour_of_quebec_city,walking_&_biking_tours,85.0,0.13602935158538937
353,729,little_italy_walking_food_tour_in_vancouver,"food,_wine_&_nightlife",73.0,0.13580740496317092
642,1503,rockies_classic_4-day_summer_tour,tours_&_sightseeing,687.0,0.1354187212410005
1556,3596,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,recommended_experiences,30.99,0.1348307758276195
1077,2341,3_hour_whale_watching_tour,family_friendly,129.0,0.13263906864695543
1411,3415,a_wok_around_chinatown:_culinary_and_cultural_walking_tour,recommended_experiences,108.0,0.13151937016566728
1110,2432,boldt_castle_and_thousand_islands_helicopter_tour,family_friendly,172.84,0.13099767389337066
1188,2671,4-day_yukon_aurora_viewing_tour,luxury_&_special_occasions,702.45,0.13078922394798864
1380,3381,zipline_adventure_in_whistler,recommended_experiences,103.95,0.11735375642667727
681,1550,ottawa_spring_tulip_festival_bike_tour,tours_&_sightseeing,68.0,0.11626609112504405
1515,3537,mountain_explorer_atv_tour,recommended_experiences,103.95,0.1160713207073277
336,700,beyond_the_bagel:_montreal_jewish_food_walking_tour,"food,_wine_&_nightlife",85.0,0.11328130275689768
419,958,evening_wildlife_safari,outdoor_activities,58.8,0.11324994383967574
1550,3589,english_bay_jet_ski_tour_from_vancouver,recommended_experiences,155.68,0.11317711206873715
1364,3365,small-group_gourmet_food_tour_in_vancouver,recommended_experiences,131.87,0.11302223741633488
127,218,victoria_guided_food_and_history_tour,cultural_&_theme_tours,63.0,0.11117172988311196
573,1302,montreal_city_guided_sightseeing_tour,tours_&_sightseeing,55.0,0.11074102475473706
1293,3287,montreal_city_guided_sightseeing_tour,recommended_experiences,55.0,0.11072806520221165
265,571,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,"food,_wine_&_nightlife",169.0,0.11033348454079688
431,973,lake_louise_winterland_from_banff,outdoor_activities,99.0,0.10986386647031529
34,48,boldt_castle_and_thousand_islands_helicopter_tour,"air,_helicopter_&_balloon_tours",172.84,0.10833325646292208
911,2028,old_montreal_ghost_walking_tour,walking_&_biking_tours,25.0,0.1077089008781602
586,1321,ultimate_toronto_tour,tours_&_sightseeing,175.0,0.10760796722039626
124,215,niagara_falls_small-group_day_tour_from_toronto,cultural_&_theme_tours,100.57,0.1053679417080943
1501,3521,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,recommended_experiences,86.23,0.10450723999830797
1078,2386,rockies_classic_4-day_summer_tour,family_friendly,687.0,0.1041682231326414
482,1101,sea_to_sky_exotic_driving_experience,outdoor_activities,404.25,0.10409327714898925
706,1589,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,tours_&_sightseeing,86.23,0.10312321921511515
395,859,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",sightseeing_tickets_&_passes,158.0,0.10230837877894823
163,333,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,cultural_&_theme_tours,157.49,0.09633429934098443
1580,3639,half-day_canadian_side_sightseeing_tour_of_niagara_falls_with_cruise_&_lunch,recommended_experiences,199.0,0.09621292067487135
409,947,butchart_gardens_tour_from_victoria,outdoor_activities,73.5,0.09516721963855847
425,965,bird_kingdom_all_day_admission_ticket,outdoor_activities,20.28,0.09423606893270263
377,813,all_star_wineries_of_kelowna_tour,"food,_wine_&_nightlife",166.95,0.09318790512428285
1058,2261,toronto's_original_brunch_food_tour,family_friendly,99.0,0.09295519315949038
196,407,quebec_city_and_montmorency_falls_day_trip_from_montreal,day_trips_&_excursions,115.0,0.09222238417661033
582,1314,quebec_city_sightseeing_tour,tours_&_sightseeing,42.0,0.09170004221232282
634,1393,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,tours_&_sightseeing,77.98,0.0916710032149974
1044,2245,victoria_guided_food_and_history_tour,family_friendly,63.0,0.09077902258522692
295,607,kelowna_or_west_kelowna_afternoon_sightseeing_wine_tour,"food,_wine_&_nightlife",98.95,0.09051052899877926
328,690,tour_and_taste_okanagan's_wine_country,"food,_wine_&_nightlife",135.45,0.08921276238021204
707,1590,downtown_toronto_bike_tour,tours_&_sightseeing,84.75,0.08793508649651223
640,1450,3_hour_whale_watching_tour,tours_&_sightseeing,129.0,0.0877749148841492
624,1368,montmorency_falls_bike_tour_in_quebec,tours_&_sightseeing,77.0,0.086463588733773
500,1126,small-group_capilano_suspension_bridge_and_vancouver_city_tour,outdoor_activities,200.0,0.08566422776312252
812,1773,hop-on_and_hop-off_banff_bus,transfers_&_ground_transport,60.0,0.08259625369582946
1055,2257,niagara_falls_one_day_sightseeing_tour_from_toronto,family_friendly,99.0,0.08180452674730153
342,713,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,"food,_wine_&_nightlife",86.23,0.07951063452351063
648,1510,full-day_niagara_winery_tour_from_toronto,tours_&_sightseeing,99.0,0.07933746336000329
957,2090,riverside_rafting_on_clearwater_river_in_wells_gray_park,water_sports,104.0,0.0768237672971496
811,1772,vancouver_aquabus_ferry_ticket,transfers_&_ground_transport,16.0,0.07564944784470173
649,1511,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,tours_&_sightseeing,149.89,0.07564122527147243
67,123,granite_falls_zodiac_tour,"cruises,_sailing_&_water_tours",103.95,0.07461548926008182
1409,3413,victoria_whale_watch_tour,recommended_experiences,114.45,0.07335929834882271
410,948,whistler_small-group_day_trip_from_vancouver,outdoor_activities,145.0,0.07214796303162196
1248,2922,120_minute_private_vacation_photography_session_with_local_photographer_in_santorini,private_&_custom_tours,886.09,0.07157401713485789
741,1650,boldt_castle_and_thousand_islands_helicopter_tour,tours_&_sightseeing,172.84,0.07122273212136415
738,1647,niagara_falls_american_side_highlights_tour,tours_&_sightseeing,149.89,0.07004135005563525
1016,2198,okanagan_flyboard_experience,water_sports,124.0,0.06905225849325053
246,512,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,day_trips_&_excursions,439.0,0.06831373542195539
199,411,whistler_small-group_day_trip_from_vancouver,day_trips_&_excursions,145.0,0.06783196348541494
339,705,calgary_food_walking_tour_-_calgary_farmers_market,"food,_wine_&_nightlife",69.29,0.06763229037983846
1054,2256,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,family_friendly,157.07,0.06744146268312852
601,1339,bird_kingdom_all_day_admission_ticket,tours_&_sightseeing,20.28,0.0674129208114952
1067,2274,montmorency_falls_bike_tour_in_quebec,family_friendly,77.0,0.06590527001135377
1156,2543,4-day_yukon_aurora_viewing_tour,multi-day_&_extended_tours,702.45,0.06561125159195594
415,954,whale-watching_cruise_with_expert_naturalists,outdoor_activities,94.5,0.06493660060096454
1118,2444,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,family_friendly,30.99,0.06297053705772349
1276,3157,60_minute_private_vacation_photography_session_with_local_photographer_in_prague,private_&_custom_tours,477.13,0.06284061582942987
447,995,columbia_icefield_tour_including_the_glacier_skywalk_from_jasper,outdoor_activities,232.05,0.06173477401254829
218,435,columbia_icefield_tour_including_the_glacier_skywalk_from_jasper,day_trips_&_excursions,232.05,0.060751550818965855
408,946,johnston_canyon_icewalk,outdoor_activities,79.8,0.060453092552869514
1300,3296,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",recommended_experiences,158.0,0.05923136902293015
52,80,vancouver_harbor_and_indian_arm_lunch_cruise,"cruises,_sailing_&_water_tours",85.33,0.059190261870872084
1176,2604,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,luxury_&_special_occasions,157.07,0.05813244125303081
379,817,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,"food,_wine_&_nightlife",395.0,0.05762742440481782
633,1392,summer_tour:_banff_and_its_wildlife,tours_&_sightseeing,74.55,0.057580323174012335
1079,2387,4-day_yukon_aurora_viewing_tour,family_friendly,702.45,0.05746148727724396
1353,3351,gastown_walking_food_tour,recommended_experiences,93.45,0.05731530375332103
1356,3357,small-group_granville_island_market_tour,recommended_experiences,79.9,0.057140555501411124
129,221,small_group_excursion_of_quebec_city_montmorency_falls,cultural_&_theme_tours,35.0,0.05711669346818976
291,603,crystal_hut_fondue_by_snowmobile,"food,_wine_&_nightlife",282.45,0.05647421850906366
156,320,animated_crime_walking_tour_in_old_quebec,cultural_&_theme_tours,20.0,0.0564442938280339
397,878,bird_kingdom_all_day_admission_ticket,sightseeing_tickets_&_passes,20.28,0.0563296177876317
231,486,niagara_falls_small-group_tour_from_toronto,day_trips_&_excursions,254.25,0.05584615448092039
279,586,montreal_craft_brewery_and_beer_tasting_small-group_tour,"food,_wine_&_nightlife",74.73,0.055688531351990464
272,579,island_of_orleans_food_and_drink_tour,"food,_wine_&_nightlife",44.95,0.054111791508822324
289,599,niagara-on-the-lake_wine_tour_with_lunch,"food,_wine_&_nightlife",114.99,0.05364510476569768
1444,3456,niagara_falls_small-group_tour_from_toronto,recommended_experiences,254.25,0.05264288222813512
667,1530,laurentian_mountains_day_trip_from_montreal,tours_&_sightseeing,100.0,0.05162299172919313
1421,3425,4-day_yukon_aurora_viewing_tour,recommended_experiences,702.45,0.05126312415489995
1108,2429,niagara_falls_american_side_highlights_tour,family_friendly,149.89,0.05078897481230521
935,2063,vancouver_secrets_of_stanley_park_walking_tour,walking_&_biking_tours,38.85,0.050553571511869254
719,1612,electric_bike_tour_of_quebec_city,tours_&_sightseeing,85.0,0.049996316467365624
466,1076,rockies_classic_4-day_summer_tour,outdoor_activities,687.0,0.0493977942763283
575,1305,niagara_falls_small-group_day_tour_from_toronto,tours_&_sightseeing,100.57,0.04931266578712047
1138,2490,sea_to_sky_exotic_driving_experience,shore_excursions,404.25,0.04896438638413307
